sc23 company name,sc23 booth number,sc23 booth area sqft,sc23 normalized company name,sc24 company name,sc24 booth number,sc24 booth area sqft,sc24 normalized company name,canonical name,max booth area sqft,sqft increase,sqft abs change
ProDesign Electronic GmbH,266,100.0,prodesign electronic gmbh,ProDesign Electronic GmbH,4231,100.0,prodesign electronic gmbh,prodesign electronic gmbh,100.0,0.0,0.0
University of Delaware,1494,200.0,university of delaware,University of Delaware,711,200.0,university of delaware,university of delaware,200.0,0.0,0.0
Adaptive Computing,938,100.0,adaptive computing,Adaptive Computing,4211,100.0,adaptive computing,adaptive computing,100.0,0.0,0.0
NICT,781,600.0,nict,NICT,3155,600.0,nict,nict,600.0,0.0,0.0
Kyushu University,237,400.0,kyushu university,Kyushu University,3603,400.0,kyushu university,kyushu university,400.0,0.0,0.0
JetCool Technologies,1781,400.0,jetcool technologies,JetCool Technologies,2651,400.0,jetcool technologies,jetcool technologies,400.0,0.0,0.0
Thermal Control Technology,907,400.0,thermal control technology,Thermal Control Technology,3707,400.0,thermal control technology,thermal control technology,400.0,0.0,0.0
Tohoku University,2025,400.0,tohoku university,Tohoku University,4149,400.0,tohoku university,tohoku university,400.0,0.0,0.0
Tokyo Institute of Technology,581,400.0,institute of science tokyo,Institute of Science Tokyo,4109,400.0,institute of science tokyo,institute of science tokyo,400.0,0.0,0.0
SCinet Help Desk,987,400.0,scinet help desk,SCinet Help Desk,2055,400.0,scinet help desk,scinet help desk,400.0,0.0,0.0
KEK,1843,400.0,kek,KEK,3449,400.0,kek,kek,400.0,0.0,0.0
Texas A&M University,3201,600.0,texas am,Texas A&M University/ High Performance Research Computing,3801,600.0,texas am,texas am,600.0,0.0,0.0
MathWorks,1231,400.0,mathworks,MathWorks,3413,400.0,mathworks,mathworks,400.0,0.0,0.0
Cornelis Networks,281,600.0,cornelis networks,Cornelis Networks,1003,600.0,cornelis networks,cornelis networks,600.0,0.0,0.0
RENCI,1663,600.0,renci,RENCI,3923,600.0,renci,renci,600.0,0.0,0.0
Run:ai,363,600.0,runai,"Run:ai Labs USA, Inc.",1143,600.0,runai,runai,600.0,0.0,0.0
Rutgers Office of Advanced Research Computing (OARC),1863,600.0,rutgers office of advanced research computing oarc,Rutgers Office of Advanced Research Computing (OARC),4431,600.0,rutgers office of advanced research computing oarc,rutgers office of advanced research computing oarc,600.0,0.0,0.0
SK hynix,2101,600.0,sk hynix,SK hynix,703,600.0,sk hynix,sk hynix,600.0,0.0,0.0
Advanced Micro Devices (AMD),1117,600.0,advanced micro devices amd,Advanced Micro Devices (AMD),2731,600.0,advanced micro devices amd,advanced micro devices amd,600.0,0.0,0.0
Pittsburgh Supercomputing Center,1203,600.0,pittsburgh supercomputing center,Pittsburgh Supercomputing Center,4023,600.0,pittsburgh supercomputing center,pittsburgh supercomputing center,600.0,0.0,0.0
NSF- ACCESS,219,400.0,nsf access,NSF- ACCESS,739,400.0,nsf access,nsf access,400.0,0.0,0.0
Staubli,1719,400.0,staubli,Staubli,2939,400.0,staubli,staubli,400.0,0.0,0.0
Affiliated Engineers Inc.,3301,100.0,affiliated engineers inc,Affiliated Engineers Inc.,3752,100.0,affiliated engineers inc,affiliated engineers inc,100.0,0.0,0.0
JAMSTEC,201,400.0,jamstec,JAMSTEC,3809,400.0,jamstec,jamstec,400.0,0.0,0.0
CoolIT Systems,807,400.0,coolit systems,CoolIT Systems,2839,400.0,coolit systems,coolit systems,400.0,0.0,0.0
Cerebras Systems,2043,400.0,cerebras systems,Cerebras Systems,2703,400.0,cerebras systems,cerebras systems,400.0,0.0,0.0
Celestica,575,400.0,celestica,Celestica,1113,400.0,celestica,celestica,400.0,0.0,0.0
CMC - Osaka University,857,400.0,cmc osaka university,CMC - Osaka University,4049,400.0,cmc osaka university,cmc osaka university,400.0,0.0,0.0
CINECA,2049,400.0,cineca,CINECA,3440,400.0,cineca,cineca,400.0,0.0,0.0
CEA,2807,400.0,cea,CEA,4143,400.0,cea,cea,400.0,0.0,0.0
"CCS/JCAHPC, University of Tsukuba",1133,400.0,ccsjcahpc university of tsukuba,"CCS/JCAHPC, University of Tsukuba",4421,400.0,ccsjcahpc university of tsukuba,ccsjcahpc university of tsukuba,400.0,0.0,0.0
Japan Aerospace Exploration Agency (JAXA),1263,400.0,japan aerospace exploration agency jaxa,Japan Aerospace Exploration Agency (JAXA),4309,400.0,japan aerospace exploration agency jaxa,japan aerospace exploration agency jaxa,400.0,0.0,0.0
Spectra Logic,1237,400.0,spectra logic,Spectra Logic,1119,400.0,spectra logic,spectra logic,400.0,0.0,0.0
Samtec,319,400.0,samtec,Samtec,1125,400.0,samtec,samtec,400.0,0.0,0.0
University of New Mexico - CARC,1511,400.0,university of new mexico carc,University of New Mexico - CARC,4215,400.0,university of new mexico carc,university of new mexico carc,400.0,0.0,0.0
Sunshine State Education And Research Computing Alliance,675,400.0,sserca,SSERCA,4009,400.0,sserca,sserca,400.0,0.0,0.0
Lablup Inc,689,400.0,lablup inc,Lablup Inc.,1051,400.0,lablup inc,lablup inc,400.0,0.0,0.0
OpenMP ARB,307,400.0,openmp arb,OpenMP ARB,3015,400.0,openmp arb,openmp arb,400.0,0.0,0.0
NeuReality Ltd,325,400.0,neureality ltd,NeuReality Ltd,411,400.0,neureality ltd,neureality ltd,400.0,0.0,0.0
Liqid,1219,400.0,liqid,Liqid,1943,400.0,liqid,liqid,400.0,0.0,0.0
Science and Technology Facilities Council,1935,600.0,science and technology facilities council,Science and Technology Facilities Council,4331,600.0,science and technology facilities council,science and technology facilities council,600.0,0.0,0.0
PSNC & PIONIER - Polish Optical Internet,1809,600.0,psncpionier polish optical internet,PSNC/PIONIER - Polish Optical Internet,1149,600.0,psncpionier polish optical internet,psncpionier polish optical internet,600.0,0.0,0.0
Starfish Storage,1817,600.0,starfish storage,Starfish Storage,2123,600.0,starfish storage,starfish storage,600.0,0.0,0.0
NextSilicon,863,1500.0,nextsilicon,NextSilicon,1419,1500.0,nextsilicon,nextsilicon,1500.0,0.0,0.0
National Center for High-Performance Computing,1535,900.0,national center for highperformance computing,National Center for High-Performance Computing,1541,900.0,national center for highperformance computing,national center for highperformance computing,900.0,0.0,0.0
Leibniz Supercomputing Centre,1311,900.0,leibniz supercomputing centre,Leibniz Supercomputing Centre,3147,900.0,leibniz supercomputing centre,leibniz supercomputing centre,900.0,0.0,0.0
Juelich Supercomputing Centre,401,900.0,juelich supercomputing centre,Juelich Supercomputing Centre,1443,900.0,juelich supercomputing centre,juelich supercomputing centre,900.0,0.0,0.0
Purdue University,1525,1200.0,purdue university,Purdue University,3348,1200.0,purdue university,purdue university,1200.0,0.0,0.0
RIKEN,1611,1200.0,riken,RIKEN,3330,1200.0,riken,riken,1200.0,0.0,0.0
KAYTUS SINGAPORE PTE. LTD.,471,1200.0,kaytus,KAYTUS SYSTEMS PTE. LTD.,3322,1200.0,kaytus,kaytus,1200.0,0.0,0.0
Indiana University,609,1500.0,indiana university,Indiana University,1401,1500.0,indiana university,indiana university,1500.0,0.0,0.0
"Eviden, an Atos business",655,1500.0,eviden,Eviden,2513,1500.0,eviden,eviden,1500.0,0.0,0.0
Altair,825,600.0,altair,Altair,2131,600.0,altair,altair,600.0,0.0,0.0
National Aeronautics and Space Administration (NASA),425,1500.0,national aeronautics and space administration nasa,National Aeronautics and Space Administration (NASA),2823,1500.0,national aeronautics and space administration nasa,national aeronautics and space administration nasa,1500.0,0.0,0.0
Lenovo,601,1500.0,lenovo,Lenovo,2201,1500.0,lenovo,lenovo,1500.0,0.0,0.0
Texas Advanced Computing Center,1363,1600.0,texas advanced computing center,Texas Advanced Computing Center,1203,1600.0,texas advanced computing center,texas advanced computing center,1600.0,0.0,0.0
Hewlett Packard Enterprise,913,2500.0,hewlett packard enterprise,Hewlett Packard Enterprise,2219,2500.0,hewlett packard enterprise,hewlett packard enterprise,2500.0,0.0,0.0
Department of Energy,243,2500.0,department of energy,Department of Energy,3401,2500.0,department of energy,department of energy,2500.0,0.0,0.0
Microsoft,925,2500.0,microsoft,Microsoft,1905,2500.0,microsoft,microsoft,2500.0,0.0,0.0
Weka,643,2500.0,weka,Weka,1931,2500.0,weka,weka,2500.0,0.0,0.0
Fraunhofer ITWM,1563,900.0,fraunhofer itwm,Fraunhofer ITWM,3115,900.0,fraunhofer itwm,fraunhofer itwm,900.0,0.0,0.0
Virginia Tech,455,900.0,virginia tech,Virginia Tech,3139,900.0,virginia tech,virginia tech,900.0,0.0,0.0
Arizona Research Computing,1671,800.0,arizona research computing,Arizona Research Computing,4315,800.0,arizona research computing,arizona research computing,800.0,0.0,0.0
King Abdullah University of Science & Technology,1625,800.0,king abdullah university of science technology,King Abdullah University of Science & Technology,1031,800.0,king abdullah university of science technology,king abdullah university of science technology,800.0,0.0,0.0
University of Utah,543,600.0,university of utah,University of Utah,941,600.0,university of utah,university of utah,600.0,0.0,0.0
Groq,1681,600.0,groq,Groq,1949,600.0,groq,groq,600.0,0.0,0.0
Fujitsu Limited,1125,600.0,fujitsu limited,Fujitsu Limited,3031,600.0,fujitsu limited,fujitsu limited,600.0,0.0,0.0
Internet2,1069,600.0,internet2,Internet2,2441,600.0,internet2,internet2,600.0,0.0,0.0
Flash Session,2195,600.0,flash session,Flash Session,4155,600.0,flash session,flash session,600.0,0.0,0.0
UCL,2143,600.0,ucl,UCL,4031,600.0,ucl,ucl,600.0,0.0,0.0
croit GmbH,2117,600.0,croit,croit,923,600.0,croit,croit,600.0,0.0,0.0
"ZIH, TU Dresden",1553,600.0,tu dresden,CIDS @ TU Dresden,3931,600.0,tu dresden,tu dresden,600.0,0.0,0.0
University of Maryland,1211,600.0,university of maryland,University of Maryland,4015,600.0,university of maryland,university of maryland,600.0,0.0,0.0
Globus,1653,600.0,globus,Globus,3723,600.0,globus,globus,600.0,0.0,0.0
Motivair,1909,600.0,motivair,Motivair,3023,600.0,motivair,motivair,600.0,0.0,0.0
Tyan Computer Corporation,1917,600.0,mitac,MiTAC Computing Technology Corporation,2543,600.0,mitac,mitac,600.0,0.0,0.0
CXL Consortium,1301,800.0,cxl consortium,CXL Consortium,1807,800.0,cxl consortium,cxl consortium,800.0,0.0,0.0
Ohio Supercomputer Center & Open OnDemand,503,800.0,ohio supercomputer center open ondemand,Ohio Supercomputer Center & Open OnDemand,1213,800.0,ohio supercomputer center open ondemand,ohio supercomputer center open ondemand,800.0,0.0,0.0
MGHPCC,263,800.0,mghpcc,MGHPCC,3905,800.0,mghpcc,mghpcc,800.0,0.0,0.0
BittWare,1249,400.0,bittware,BittWare,2709,400.0,bittware,bittware,400.0,0.0,0.0
AIST,801,400.0,aist,AIST,3701,400.0,aist,aist,400.0,0.0,0.0
Ace Computers,819,400.0,ace computers,Ace Computers,1614,400.0,ace computers,ace computers,400.0,0.0,0.0
CSCS / ETH Zurich,236,200.0,cscs eth zurich,CSCS / ETH Zurich,740,200.0,cscs eth zurich,cscs eth zurich,200.0,0.0,0.0
Passport to Prizes,2199,200.0,passport to prizes,Passport to Prizes,4749,200.0,passport to prizes,passport to prizes,200.0,0.0,0.0
CoreHive Computing,2237,200.0,corehive computing,CoreHive Computing,3051,200.0,corehive computing,corehive computing,200.0,0.0,0.0
Quantum Corporation,833,200.0,quantum corporation,Quantum Corporation,2415,200.0,quantum corporation,quantum corporation,200.0,0.0,0.0
Naval Research Laboratory,1385,200.0,naval research laboratory,Naval Research Laboratory,2257,200.0,naval research laboratory,naval research laboratory,200.0,0.0,0.0
Graid Technology Inc.,2201,200.0,graid technology inc,Graid Technology Inc.,910,200.0,graid technology inc,graid technology inc,200.0,0.0,0.0
Krell Institute,551,200.0,krell institute,Krell Institute,3815,200.0,krell institute,krell institute,200.0,0.0,0.0
Chenbro Micom USA Inc.,2013,200.0,chenbro micom usa inc,Chenbro Micom USA Inc.,3637,200.0,chenbro micom usa inc,chenbro micom usa inc,200.0,0.0,0.0
JAIST,875,200.0,jaist,JAIST,3748,200.0,jaist,jaist,200.0,0.0,0.0
CIENA,886,200.0,ciena,CIENA,1940,200.0,ciena,ciena,200.0,0.0,0.0
Irish Centre for High-End Computing,1875,200.0,irish centre for highend computing,Irish Centre for High-End Computing,3847,200.0,irish centre for highend computing,irish centre for highend computing,200.0,0.0,0.0
IonQ,2800,200.0,ionq,IonQ,4440,200.0,ionq,ionq,200.0,0.0,0.0
"Institute of Industrial Science, The University of Tokyo",1814,200.0,institute of industrial science the university of tokyo,"Institute of Industrial Science, The University of Tokyo",3613,200.0,institute of industrial science the university of tokyo,institute of industrial science the university of tokyo,200.0,0.0,0.0
InfiniteTactics,1886,200.0,infinitetactics,InfiniteTactics,4716,200.0,infinitetactics,infinitetactics,200.0,0.0,0.0
GRI Pumps,1381,200.0,gri pumps,GRI Pumps,3140,200.0,gri pumps,gri pumps,200.0,0.0,0.0
IT4Innovations National Supercomputing Center,218,200.0,it4innovations national supercomputing center,IT4Innovations National Supercomputing Center,4233,200.0,it4innovations national supercomputing center,it4innovations national supercomputing center,200.0,0.0,0.0
CEJN North America,1837,200.0,cejn north america,CEJN North America,3831,200.0,cejn north america,cejn north america,200.0,0.0,0.0
Cornell University Center for Advanced Computing,837,200.0,cornell university center for advanced computing,Cornell University Center for Advanced Computing,913,200.0,cornell university center for advanced computing,cornell university center for advanced computing,200.0,0.0,0.0
Parker Hannifin,1481,200.0,parker hannifin,Parker Hannifin,1841,200.0,parker hannifin,parker hannifin,200.0,0.0,0.0
DoD HPCMP,932,200.0,dod hpcmp,DoD HPCMP,722,200.0,dod hpcmp,dod hpcmp,200.0,0.0,0.0
Pacific Wave,1480,200.0,pacific wave,Pacific Wave,811,200.0,pacific wave,pacific wave,200.0,0.0,0.0
Almalinux,2158,100.0,almalinux,Almalinux,3712,100.0,almalinux,almalinux,100.0,0.0,0.0
"Apacer Memory America, Inc.",794,100.0,apacer memory america inc,"Apacer Memory America, Inc.",4655,100.0,apacer memory america inc,apacer memory america inc,100.0,0.0,0.0
Avicena Tech Corp.,1791,100.0,avicena tech corp,Avicena Tech Corp.,4634,100.0,avicena tech corp,avicena tech corp,100.0,0.0,0.0
"Classiq Technologies, Inc.",2703,100.0,classiq technologies inc,"Classiq Technologies, Inc.",4556,100.0,classiq technologies inc,classiq technologies inc,100.0,0.0,0.0
Cloudian,246,100.0,cloudian,Cloudian,3710,100.0,cloudian,cloudian,100.0,0.0,0.0
Computer Recovery Associates,1393,100.0,computer recovery associates,Computer Recovery Associates,3718,100.0,computer recovery associates,computer recovery associates,100.0,0.0,0.0
"CoCalc by SageMath, Inc.",1894,100.0,cocalc by sagemath inc,"CoCalc by SageMath, Inc.",4218,100.0,cocalc by sagemath inc,cocalc by sagemath inc,100.0,0.0,0.0
Coalition for Academic Scientific Computation (CASC),3003,100.0,coalition for academic scientific computation casc,Coalition for Academic Scientific Computation (CASC),4511,100.0,coalition for academic scientific computation casc,coalition for academic scientific computation casc,100.0,0.0,0.0
Queen's University,2500,200.0,queens university,Queen's University,1045,200.0,queens university,queens university,200.0,0.0,0.0
Omnibond,1242,200.0,omnibond,Omnibond,2403,200.0,omnibond,omnibond,200.0,0.0,0.0
Quobyte,2219,200.0,quobyte,Quobyte,714,200.0,quobyte,quobyte,200.0,0.0,0.0
Alces Flight,224,200.0,alces flight,Alces Flight,1004,200.0,alces flight,alces flight,200.0,0.0,0.0
ATEMPO,1974,200.0,atempo,ATEMPO,914,200.0,atempo,atempo,200.0,0.0,0.0
ASRock Rack Inc.,1737,200.0,asrock rack inc,ASRock Rack Inc.,3609,200.0,asrock rack inc,asrock rack inc,200.0,0.0,0.0
Do IT Now,2151,200.0,do it now,Do IT Now,3641,200.0,do it now,do it now,200.0,0.0,0.0
HPCwire,513,200.0,hpcwire,HPCwire,3041,200.0,hpcwire,hpcwire,200.0,0.0,0.0
Fivetech,695,200.0,fivetech,Fivetech,651,200.0,fivetech,fivetech,200.0,0.0,0.0
Atipa Technologies,1243,400.0,atipa technologies,Atipa Technologies,3009,400.0,atipa technologies,atipa technologies,400.0,0.0,0.0
Vultr,2801,400.0,vultr,Vultr,949,400.0,vultr,vultr,400.0,0.0,0.0
Untether AI,2250,200.0,untether ai,Untether AI,708,200.0,untether ai,untether ai,200.0,0.0,0.0
Research Organization for Information Science and Technology,1725,200.0,research organization for information science and technology,Research Organization for Information Science and Technology,3930,200.0,research organization for information science and technology,research organization for information science and technology,200.0,0.0,0.0
VIAVI Solutions,1070,200.0,viavi solutions,VIAVI Solutions,1008,200.0,viavi solutions,viavi solutions,200.0,0.0,0.0
Ingrasys Technology USA Inc.,2125,400.0,ingrasys technology usa inc,Ingrasys Technology USA Inc.,2845,400.0,ingrasys technology usa inc,ingrasys technology usa inc,400.0,0.0,0.0
Eaton Corporation,1695,400.0,eaton corporation,Eaton Corporation,3455,400.0,eaton corporation,eaton corporation,400.0,0.0,0.0
Western Digital,3007,400.0,western digital,Western Digital,2751,400.0,western digital,western digital,400.0,0.0,0.0
EPCC - The University of Edinburgh,313,400.0,epcc the university of edinburgh,EPCC - The University of Edinburgh,1101,400.0,epcc the university of edinburgh,epcc the university of edinburgh,400.0,0.0,0.0
"ITC/JCAHPC, The University of Tokyo",1067,400.0,itcjcahpc the university of tokyo,"ITC/JCAHPC, The University of Tokyo",4323,400.0,itcjcahpc the university of tokyo,itcjcahpc the university of tokyo,400.0,0.0,0.0
Rensselaer Polytechnic Institute,1871,200.0,rensselaer polytechnic institute,Rensselaer Polytechnic Institute,715,200.0,rensselaer polytechnic institute,rensselaer polytechnic institute,200.0,0.0,0.0
European Processor Initiative,213,400.0,european processor initiative,European Processor Initiative,4043,400.0,european processor initiative,european processor initiative,400.0,0.0,0.0
IQM Quantum Computers,2069,400.0,iqm quantum computers,IQM Quantum Computers,4439,400.0,iqm quantum computers,iqm quantum computers,400.0,0.0,0.0
INFN CNAF,1949,400.0,infn cnaf,INFN CNAF,3340,400.0,infn cnaf,infn cnaf,400.0,0.0,0.0
IEEE Computer Society,1963,400.0,ieee computer society,IEEE Computer Society,603,400.0,ieee computer society,ieee computer society,400.0,0.0,0.0
"HSS - State Key Laboratory of High-end Server & Storage Technology, Asia Supercomputer Community",1989,400.0,asia supercomputer community,Asia Supercomputer Community,3555,400.0,asia supercomputer community,asia supercomputer community,400.0,0.0,0.0
GigaIO,2031,400.0,gigaio,GigaIO,2945,400.0,gigaio,gigaio,400.0,0.0,0.0
Barcelona Supercomputing Center,1269,400.0,barcelona supercomputing center,Barcelona Supercomputing Center,3549,400.0,barcelona supercomputing center,barcelona supercomputing center,400.0,0.0,0.0
Texas Tech University,2075,200.0,texas tech university,Texas Tech University,814,200.0,texas tech university,texas tech university,200.0,0.0,0.0
The Digital Research Alliance of Canada,2081,200.0,the digital research alliance of canada,The Digital Research Alliance of Canada,1561,200.0,the digital research alliance of canada,the digital research alliance of canada,200.0,0.0,0.0
The University of Tokyo,1932,200.0,the university of tokyo,The University of Tokyo,909,200.0,the university of tokyo,the university of tokyo,200.0,0.0,0.0
"Speck Industries, LP",1388,200.0,speck industries lp,"Speck Industries, LP",1142,200.0,speck industries lp,speck industries lp,200.0,0.0,0.0
National Institute of Informatics,256,200.0,national institute of informatics,National Institute of Informatics,3914,200.0,national institute of informatics,national institute of informatics,200.0,0.0,0.0
Nara Institute of Science & Technology,1755,200.0,nara institute of science technology,Nara Institute of Science & Technology,4330,200.0,nara institute of science technology,nara institute of science technology,200.0,0.0,0.0
Nagoya University,1970,200.0,nagoya university,Nagoya University,3839,200.0,nagoya university,nagoya university,200.0,0.0,0.0
CPC,974,200.0,cpc,CPC,2502,200.0,cpc,cpc,200.0,0.0,0.0
"NSF Center for Space, High-Performance, and Resilient Computing",650,200.0,nsf center for space highperformance and resilient computing,"NSF Center for Space, High-Performance, and Resilient Computing",4324,200.0,nsf center for space highperformance and resilient computing,nsf center for space highperformance and resilient computing,200.0,0.0,0.0
National Security Agency (NSA),892,200.0,national security agency nsa,National Security Agency (NSA),2200,200.0,national security agency nsa,national security agency nsa,200.0,0.0,0.0
NIST (National Institute of Standards and Technology),1580,200.0,nist national institute of standards and technology,NIST (National Institute of Standards and Technology),631,200.0,nist national institute of standards and technology,nist national institute of standards and technology,200.0,0.0,0.0
"Moog, Inc.",1586,200.0,moog inc,"Moog, Inc.",4115,200.0,moog inc,moog inc,200.0,0.0,0.0
Microway Inc.,610,200.0,microway inc,Microway Inc.,3625,200.0,microway inc,microway inc,200.0,0.0,0.0
Michigan State University,1828,200.0,michigan state university,Michigan State University,3722,200.0,michigan state university,michigan state university,200.0,0.0,0.0
"Chilldyne, Inc.",489,200.0,chilldyne inc,"Chilldyne, Inc.",4615,200.0,chilldyne inc,chilldyne inc,200.0,0.0,0.0
"BEEHE Electric (Taicang) Co.,Ltd",3100,200.0,beehe electric taicang coltd,"BEEHE Electric (Taicang) Co.,Ltd",462,200.0,beehe electric taicang coltd,beehe electric taicang coltd,200.0,0.0,0.0
Danfoss Power Solutions,1995,200.0,danfoss power solutions,Danfoss Power Solutions,3144,200.0,danfoss power solutions,danfoss power solutions,200.0,0.0,0.0
University at Buffalo / Center for Computational Research,1686,200.0,university at buffalo center for computational research,University at Buffalo / Center for Computational Research,3938,200.0,university at buffalo center for computational research,university at buffalo center for computational research,200.0,0.0,0.0
University of Kentucky,1246,200.0,university of kentucky,University of Kentucky,4525,200.0,university of kentucky,university of kentucky,200.0,0.0,0.0
10Gtek,2231,100.0,10gtek,10Gtek,4310,100.0,10gtek,10gtek,100.0,0.0,0.0
